StreetName,rand1,nor1,uni1
Green,581216,2074500306.474303,2287890964.2692356
Schmedeman,454478,10462279.477041211,1227876316.4381275
Evergreen,732524,307567122.16448593,197224024.98109543
Lindbergh,918612,1815511780.0186877,308002095.31007177
Sherman,576529,1615564643.2636876,73409457.19599524
Kingsford,406196,1115336651.485932,98125529.01988676
Shoshone,220100,549968408.0436487,1530591088.436484
Ridgeway,51308,230441490.72299957,2045370333.7146502
Kingsford,995816,1081969906.1496103,1517918825.6828766
Lotheville,336049,49492536.62605569,1098432044.557813
Burrows,199037,107655169.75941038,2075849585.420146
3rd,94005,207147306.17780766,2510330465.492309
Thompson,69805,1796900446.1487472,4780176349.024779
Jenifer,656879,272275130.9338657,1562335915.4873424
Anhalt,85227,1432409361.809173,4952318274.308245
Hoffman,153209,974226071.646799,2213120221.0423303
High Crossing,41269,586056129.6461067,423172164.2556388
Sunnyside,38725,2099362772.7349122,899363816.008078
Schmedeman,298553,539453469.8126779,3660584073.2840843
Marcy,93110,953147716.0297607,475711647.766366
Crest Line,651378,1198209678.597547,1291217248.3344586
Golf Course,614780,582381168.2901249,2537041872.585071
Ryan,166981,1916277852.6427374,1293196437.4092572
Washington,752197,16316576.43495147,1711977990.445852
Upham,88679,2096552345.5419078,8404250883.113016
Moulton,131362,1790898547.229541,7199790264.947296
David,622944,1440466320.6082914,396584502.0215964
Vera,568500,192980643.6734785,12056819.848374778
Luster,477020,461410324.26490927,2034732445.0270967
Blackbird,195364,950449530.1423296,1473226731.2831519
Victoria,428523,1211175726.341239,3516082872.498706
Karstens,181714,1680739540.8911273,651648922.9590181
Morningstar,406350,1806146292.3698,6020338501.349888
Forest,506749,1695886839.7564352,1010457550.7403823
Bluestem,22900,1965471952.0688238,3242120832.321291
Dixon,269200,2008275843.0634084,5704242525.479273
Hollow Ridge,129423,596542967.2404587,1669726709.848969
Spenser,183448,1791410507.6072042,1357711646.3974159
Anderson,248062,2079920557.3531566,819328652.7746154
Bartillon,168458,2018206934.05563,3455881947.5000114
Union,180037,1050832758.6512984,2859730328.098832
Pawling,733679,1805944480.6668906,4245325858.8374815
Gulseth,519992,109852541.98187071,3436446913.4456177
Dawn,438217,1964891956.6390023,2590836310.0247684
Graceland,677107,1218154314.753133,4359011656.093666
Stoughton,840345,599825217.7991453,5129045048.22826
Oak,566350,2058040840.4366648,3129160547.6838074
Village Green,760941,1916479988.0054986,376076227.2102097
Porter,712912,992314525.0107659,4466823019.189964
Talisman,872304,1442684517.4455466,633760602.341158
Messerschmidt,288662,1507790414.9185166,1312296300.8134217
Judy,837142,674103023.5427777,4476741465.970159
Charing Cross,295017,821613559.4345582,409457071.4591597
Bluejay,946280,533985708.5553003,1220827123.0120368
Mendota,808595,1177410141.4345496,472230587.87036216
Brentwood,747639,1347691380.4883296,3253571337.962854
Kim,118185,2123432436.5178232,795042544.4227437
Ryan,641988,1159764118.3592038,7884234810.094932
Moulton,904868,1937538107.5716681,2384435523.5865154
Upham,195320,54838682.635766074,6994744274.818061
Center,691083,1858482809.4766984,308647919.3815097
Loftsgordon,921293,1794210759.3066533,5214697456.343569
Lawn,58590,1586485781.164095,1076262401.0104713
Rusk,197045,836386252.6844037,3891957895.4823527
Eagan,329216,1516579517.3519146,2551283943.3289094
Summit,183462,404121595.96185803,3716936974.6323066
Buell,695245,1173353898.1530998,4555115253.191764
Columbus,466100,1701360412.0421712,3335284767.589247
Rutledge,498104,2007188024.5144947,3509973034.1824427
Melrose,409863,1217448874.983872,1701350394.3705287
Hansons,136725,1533023649.4157817,1643947185.159854
Mccormick,813027,1487677126.1921196,2153645192.6398854
Shasta,361607,193186332.11001587,2958995587.933695
Golf View,237870,1300725629.420738,2197202161.062449
Hoffman,683654,1760671463.6980798,129003885.18699113
Erie,533069,853507306.2250131,416867326.3855628
Talisman,264293,520920723.7882995,1482302435.8042574
South,172992,1954658185.7062824,2689910958.610095
Calypso,505883,898537260.0607017,1776970661.9605322
Colorado,374764,41386682.21573725,3027702025.5429697
Moulton,572556,1161952380.31782,719182715.6689124
Southridge,62818,77836964.8658232,4741937062.329397
7th,352865,922022562.4708823,3505854366.639372
Lawn,257139,1103767554.3314166,2349136775.809502
Dahle,151841,409762820.95721626,3551313459.611144
Northview,273208,214935674.95975822,4332945464.890236
David,20030,812182880.6545926,2279595304.2268977
Elka,36812,592187140.899002,684398281.9601259
Basil,184498,326203309.20705205,3779227826.731448
Helena,811499,241568441.2403833,1037482880.9907204
Wayridge,945420,117876198.20830299,1234060919.2648442
South,982486,1180628986.69661,78693554.81083329
7th,869546,20736604.780775264,815732466.1570375
Loomis,55705,1429228668.985954,2160645225.1877327
Talisman,293256,1206060142.6675003,17102527.182157863
Graedel,490422,1078950438.6550758,501202617.2068908
Muir,184181,739672913.5164925,6848168825.889865
Susan,99088,1573854408.2703767,3443345479.2551622
Talisman,839584,296424890.9115563,3434531047.5238404
Gale,67840,1952290706.5946484,543229236.205018
Sugar,554043,643906308.6719209,326469397.7223819
Bunting,746030,585798564.565069,191159459.31830418
Browning,662564,1179817393.8598933,1866571184.3376408
Riverside,498721,186196095.8995759,7733755476.015331
Little Fleur,649517,378545591.7434302,647140551.6616244
Blackbird,448725,1646344436.8315036,1830834586.3326163
Cardinal,863857,183138816.33379197,189061020.77911934
Dapin,836561,900250425.156006,1736588273.8019016
Melrose,384536,1374083379.678698,81162697.29213579
Norway Maple,445706,1892632955.2359047,1476078866.3739884
Redwing,473094,627592086.6805441,1673086764.2941554
4th,397104,1304480131.143881,4169222352.924883
Lyons,175177,922411351.2499522,2652862213.4151087
Superior,599848,1285545056.390399,2100358.56791594
Calypso,301979,1536139765.3234217,28876958.54599262
Vahlen,656814,762557060.805009,1954399544.1800904
1st,912702,277553750.4723219,1345583792.7325797
Barby,410441,788114963.1064682,6188654585.170292
Menomonie,847746,1874255406.2514496,1177340819.7148612
Lyons,185472,1527519696.9332001,2158038771.1415467
Daystar,314527,57954316.63790225,657361429.8265318
Gale,118382,1489725917.8423684,3627083249.8164144
Elka,254899,1031675030.6799697,3392767644.4299583
Maple,541939,2005459587.8608837,1952404361.7646644
Sycamore,648436,190151302.6425206,4733728284.155304
Continental,460655,1678743106.978469,2290098504.3525424
Ridgeway,663446,713044944.4231229,179975592.3035059
Washington,838240,514587160.8589473,5833179191.01019
Straubel,386463,1919768947.5026724,1400104087.3178654
Carpenter,283655,491546735.12299675,1433531002.1758077
Reindahl,681696,7805734.565977913,763954245.6465316
Darwin,355889,925981555.0834852,1778444330.5324507
Elmside,40026,1615962846.5250359,1025023033.9645169
Moland,248382,1628281425.67815,1498398637.4740064
Waywood,526910,1481983636.6442032,827371913.2252744
Dwight,62620,1976894825.5893717,2266215971.7463207
Dahle,200077,739401199.3845761,2463137326.4393125
Mccormick,933510,370479757.8978879,969724473.5653939
Hanson,975514,147786743.00394034,3336848981.442758
Thompson,486082,772484157.8159771,3865918298.2240987
Vahlen,393084,439343920.52647626,724385620.9020628
Mosinee,360234,1001950742.4485981,2551459383.9138427
Cherokee,42321,1708796515.0719912,946888307.7481501
Gerald,718477,1513160759.7344694,415182638.5198104
Rieder,544945,766953387.0613656,6695860667.227959
Grayhawk,986572,1219631108.8026588,2632376755.6630692
7th,821126,14161487.825129472,493785136.27917784
Butternut,676465,525138647.9260858,2342861633.7479715
Glendale,966702,730458925.0723146,667517706.3604237
Sachtjen,512857,1529738224.2951896,4140152209.7728662
Gale,441366,471678138.3174731,3444743962.967504
Lerdahl,397720,2051350508.1398473,2503317711.8925896
Fair Oaks,505185,1207809847.1588619,5976002062.671066
Jackson,289193,21881963.410474252,4274492093.891216
Wayridge,739044,1156982252.5006251,1222089631.2352614
Eggendart,551544,650559013.8733289,400378609.1493924
Randy,114698,1248945961.129701,1058001011.052475
Fordem,297503,1480756617.2652602,640549533.2287668
Sunnyside,688438,1439498583.2351341,342888352.7093402
Upham,567504,69770458.17524971,91215986.80724102
Kings,465839,1613103909.4637563,516250192.2747246
Larry,180999,228877378.20624468,7056655228.921727
Kensington,581443,1006925359.2653689,3230093926.0011373
Golf View,91213,323953090.48503685,3308977568.9184465
Forest,81078,297726106.3751816,1999947336.6335504
Eastwood,915103,1506068549.8571494,515286106.0395561
Holy Cross,850135,1553818129.6669216,1699574478.4064896
Barnett,334545,863568147.6268269,766817579.2517788
Spohn,550927,2067735018.1010242,9939289305.94954
Eliot,680184,576668050.5941508,331564278.8264854
Karstens,340673,1361446443.840285,1642729186.3138387
Barnett,99549,709285219.2078573,48269242.58310684
Toban,820226,1024332948.8638936,176622099.27879834
Lotheville,162220,406904702.21951896,6607660756.670363
Briar Crest,107666,1839649164.331305,3929821685.37939
John Wall,269186,1702602096.9038968,5664950069.448012
Lotheville,137436,1427288424.2427516,7752405385.435116
Riverside,657952,1363830483.5543413,2993659098.5999703
Farragut,810765,271710958.87040246,358646795.7660374
Lighthouse Bay,431514,1254555693.118512,755548525.3438991
Susan,607257,2020033484.6816382,1669161298.2996929
Transport,406344,1395351380.7215767,4955388187.855735
Hauk,197224,1444877023.9244583,504354993.9533451
Rusk,533619,1917079726.2438846,590989244.8059624
Armistice,773923,984536160.2186453,774588675.6697975
Cambridge,208011,730078426.0769051,76003962.2681785
Waywood,669054,1418775684.1945858,1799088685.3023157
Steensland,308196,1946470827.2154908,3253403155.0022235
Jay,312758,2096901448.0088677,5314937088.058927
Anniversary,328569,826105090.6545707,1097594705.6107614
Bobwhite,858566,1006942405.2321066,321386566.727714
Pawling,760111,1765629103.1622753,6860127546.500127
Grayhawk,945071,110085114.24645638,346873337.9281723
Golf View,850630,48019891.092073955,223078782.9344235
Merchant,327184,586633870.243209,804146293.8586597
Tennyson,643684,1552124574.697173,5401578555.144257
Holy Cross,984204,650312328.8055419,164163493.9598133
Fairview,397005,1031832684.3763316,2161923992.4812856
Prairieview,68404,32139752.864242088,1880610901.0273986
Warrior,552394,680780825.4407012,632554989.7031822
Bellgrove,71174,947913561.5898274,15148628877.519213
Maryland,385679,1498669186.0299275,3933074389.9110575
Hovde,345352,1937565214.6626914,40096450.93349838
Brown,752881,1043931808.3782185,15210499.160702577
Kings,228130,346996563.0786429,955273071.900405
Holmberg,641148,506783199.67159224,950055213.8640952
Arkansas,369898,1006254219.889959,1641645662.9950461
Sachs,975293,205096292.6748758,2927602048.5152235
Victoria,888237,392388508.31560117,39794182.6830236
Tony,945212,1245396943.1997807,5594304401.214135
Melby,570974,2024307687.3503606,3925611410.2019453
Stone Corner,559594,241386636.17403716,3229357280.2164526
Hazelcrest,186228,135630818.9218011,1047347846.1028434
Northwestern,674142,697228467.0022143,2496047852.3829246
Parkside,918452,2071468808.6394875,5096351753.141897
Loeprich,814998,1132031551.8881416,1649247831.7877343
Pond,244858,1800387671.1771939,661751733.1879069
Bluejay,878055,138324729.64537466,879556346.644753
Clemons,587818,641871756.181236,389880805.28252673
East,739774,1838821739.14809,590265912.5505466
David,220731,322672495.17287475,354216509.7473031
Sachtjen,130283,1712046973.395657,189847523.4825008
Schmedeman,468235,1221401710.8609178,4631118971.104778
Holy Cross,10335,1937775998.878933,2597888352.096525
Bonner,245358,361579637.0742504,706505815.7652942
Knutson,903064,1000638281.3089222,430318887.9211813
Nancy,361566,159783685.16583884,994637067.222757
Holy Cross,469690,893389052.1821922,1829976989.1429062
Vahlen,109185,1781926032.2934341,744539036.6381942
Laurel,508705,848639566.8614888,2197566779.4078436
Summit,282144,228327689.90103686,2463927900.893783
Farragut,763490,1124478630.7203276,310917515.444973
Springview,46330,2124663687.2471402,59340971.67831274
Upham,792265,654199501.3803741,1091564456.155858
Arizona,820053,940254846.7555239,1756363531.3754106
Stephen,44794,699791997.4492681,1846029817.6143115
Dottie,922775,785179247.6564076,1728731089.4135444
Johnson,940260,1556973739.8551564,2480625092.9452906
Homewood,282774,713371652.4930673,290470117.8302296
Colorado,613422,541695183.9362682,1172993977.4273229
Hansons,678992,992938410.168828,2817295210.746729
Mandrake,170339,576121532.4602586,2509718753.0587535
4th,489668,182767759.6320693,655187448.7266518
Sherman,476203,1870246624.972623,949951220.116033
Monument,772445,228781341.28214848,1864532391.2982328
Mccormick,719264,101247351.84300166,1280198429.5300744
Lawn,778851,730558669.2110108,70029079.02046773
Pearson,403562,1923257761.862197,1740687469.3714721
Coleman,925983,1693252322.9237561,2698003251.2929354
Victoria,460962,2076118145.6701035,693316202.824249
Tennyson,272498,733494029.7491914,348882103.8155646
Darwin,989165,495338438.90495396,1961552634.2137597
Hooker,25033,1536772212.7073023,2725308917.5997334
Emmet,124239,1094986077.8541057,1295257093.7235548
Karstens,663211,111061293.71498547,1105562356.128193
Hoffman,769203,545220990.9086882,2235981208.8842664
Dexter,266550,1650377276.9238186,2332759032.241926
Macpherson,675981,892839671.9647037,2261483695.6431103
Golf View,881286,244673030.54586554,4233572371.038563
Hoepker,680914,1243376164.4758353,2972220247.4894342
Hoepker,706208,690873086.9849056,338584497.3015408
Fulton,266885,1040880057.8334966,390627474.02889764
Truax,848550,1413009659.437772,2661773341.6838646
Caliangt,991524,2040150565.6547265,1375836474.7075562
Bobwhite,701585,21779552.59756632,4073785068.204113
Clemons,619960,261002785.50236794,545892312.8765081
Mendota,278014,2078622167.3278234,964214723.1298503
Rutledge,15158,239620185.8283684,113845179.02649264
Ridgeview,440305,176430080.63048005,3362469412.07047
Huxley,99390,1718417658.1360278,1238752419.3768108
Katie,308545,805861564.9731988,511266913.46406895
Washington,614966,1999686102.7026215,1815054611.5299776
Lindbergh,842844,923981907.2896755,157359996.43274644
Mallard,65885,1396809673.7937465,4979022187.49877
Green,332133,1456855428.0372484,170462703.5918912
Golf Course,821157,1248790047.7573862,157988788.31990704
Elmside,307901,1542444244.3528173,123005548.55969447
Tony,253183,712835665.6785915,2828739718.8895593
Fair Oaks,135699,1453350589.2212567,186200179.09443665
Hoepker,200599,1063092816.0313613,1353488676.437487
Emmet,943272,947019814.8968065,2852319074.6590095
Oak Valley,190283,1091195181.8241043,3331281542.0348763
Kenwood,769846,2120057208.1863377,1184196226.9370139
Homewood,402284,1251312148.9129999,2823254556.7978363
Hagan,11961,1322706027.7748375,360988934.101531
Karstens,915363,2123304382.5713854,3778105829.5614223
Eliot,307092,1789013765.8683333,1714549735.276729
Nova,228988,1995119705.7040963,1300968597.5373323
Holmberg,570738,617243282.8283347,2636288848.3912144
Rigney,811980,550077488.3783395,5808647499.695158
Oak Valley,10964,409044157.1030244,716892167.7291975
Merchant,103314,2032572235.2434986,3261421998.105602
Lawn,515243,343803668.4465121,8729133250.29887
Shoshone,151518,1832092620.5699468,995532479.4280475
Hagan,693388,1678613124.9725842,3779207870.5598826
Southridge,640516,218525327.26913232,5715288398.787044
Fuller,826627,31261318.138911422,2380649106.6415005
Lindbergh,790798,338710035.071604,1731833349.403082
Ilene,256667,996016812.523197,1365388010.4777462
Hauk,798738,602322611.940049,3921970871.8863225
Fordem,398468,567680843.4486202,5261018970.253616
Nova,889975,1616374545.0174139,4495824191.883637
Cherokee,80485,1560038855.8417919,385322911.80514866
Iowa,306674,77013797.7676035,6232695401.363536
Heffernan,290709,741323819.37941,364116476.16645765
4th,871578,531103668.21510273,2516670417.760808
Fairfield,170672,138389785.28312886,1813862058.3344572
Buell,943099,771937659.3139983,47399290.51586571
Mosinee,692714,1904484742.4698474,209667572.14884374
Merchant,694487,245667170.88563758,1091285460.6420197
Stoughton,129186,1844613672.11871,1817237922.8910787
Bowman,556086,787017953.2908298,216808480.69659373
Drewry,544855,277628997.9228787,3459686200.5843167
Coolidge,394762,1958341074.4185486,6677934202.961018
Green Ridge,459407,503507843.4452341,81237093.97741918
Colorado,715983,1379677504.7494698,1414334036.7542028
Talisman,949929,798890361.3604664,3068794792.4275727
Gulseth,608675,76070504.73009582,631248603.4506925
Truax,472102,1762502211.1808238,324171270.9052554
Veith,249830,1548276778.257905,303604667.82816726
7th,565241,869529552.3799229,40499355.49235149
Continental,69132,748112788.1292906,3135062941.576601
1st,857960,1260547629.5070953,1266661614.5798547
Talisman,338346,168488699.0067674,2504213718.39283
Di Loreto,711444,1331384127.233632,136612444.98475543
Susan,277109,848878235.5317427,474966761.94293666
Brown,671300,1809716481.8181796,1184322693.431338
Arkansas,35679,312227006.2717101,1849917124.2027607
Anthes,449096,1621484089.136831,604114437.2853416
Buena Vista,573152,828674476.6052749,432206356.27293116
Artisan,85997,2014333725.2792265,125546430.44117372
Morningstar,568641,2062944173.4469655,1673317538.152777
Melvin,282170,1169457592.1188476,3058353127.83223
Hintze,77861,1865377366.209334,2075783500.374298
Superior,709640,1268540501.457687,1715646071.5325158
Farwell,230503,943127516.8136854,137001914.44965652
1st,334614,217922887.8337327,1162146238.876986
Continental,494470,825340083.0228971,2917373796.936052
Di Loreto,712837,1138352627.1355894,3016602347.963945
Stuart,743972,1275304595.4179122,1350889083.4872532
Prairieview,856788,1204168206.6600456,1773653090.2589629
Judy,754341,1338399111.2527342,7372363690.661812
Bartillon,742139,873772376.7137212,5588629773.5383005
Shoshone,579879,1027417025.3041296,3223176924.000914
Cherokee,1084,176586362.5012502,303231290.24966884
Lindbergh,554426,636024200.8729153,1429083836.4510345
Hanover,616279,92642591.44255958,421241443.1503169
Marcy,854903,202810973.2050583,920636174.8303063
Dwight,668,1256338978.863854,321459630.599102
Golden Leaf,51772,914214597.201532,1209215116.5677993
Nobel,673818,1285664638.2919998,1336201922.505352
Anthes,279478,226183681.82741284,4185748341.108556
Rutledge,229904,2068342641.0286167,1599115935.712363
Trailsway,249780,443510433.4148955,9034542302.639364
Anhalt,918323,1284187236.7135222,484626326.193094
Homewood,341128,221821520.62352273,3516836342.297791
Fairfield,974235,2138558329.1109118,1828488799.3847022
Green,825070,1484994182.3635314,13938812402.956278
Rockefeller,949199,1506148554.2744322,899297673.3259007
Helena,571514,545519922.7172524,1899686987.9007833
Alpine,762402,322527654.2972377,124980843.9030228
Vermont,204944,202282565.33154365,3231299179.9885993
Mosinee,335800,1219410400.4349647,2892666432.78433
Acker,138385,311887236.46705514,1671196220.4184923
Katie,206336,2043602880.1496103,9391872.418920318
Hoepker,360164,341417322.66956836,331539174.3562409
Fulton,380309,1163733410.344945,1215742240.7749977
Portage,829783,637833154.3510392,1545418450.278014
Tony,840935,388183526.2965932,4412676390.840788
Erie,797352,2111295075.566099,56820093.24078515
Schiller,263651,880223459.9647084,2990223892.521535
Charing Cross,296259,1605478986.0715778,301546689.5611578
Mayfield,585742,564181973.3474643,1788272842.640688
Victoria,1728,67260329.69834213,1806211694.3233523
Center,342082,1788771998.7186584,61736324.008163765
Derek,425348,1471888656.082253,753990737.0795274
Anniversary,687272,479071203.7597182,1245005884.099746
Bunker Hill,270475,1160228072.3598335,1477071298.1366417
Green,343093,16685598.827339396,404765019.5206473
Lukken,590392,186485026.65917,1001557026.7790474
Emmet,60317,1725712827.565538,4969163409.619119
Bunker Hill,318577,1928916571.3120327,3388759833.6234946
Lyons,694699,1620508332.9717755,4840490815.743788
Del Mar,841328,169290913.13100424,26811121.57989862
Carpenter,539124,612027140.2479767,2056240656.7640927
Dawn,775242,1596992436.123936,3935061544.7844877
Melody,928984,101776149.73690234,1084150240.0406175
Arrowood,859517,593750196.8665582,832629507.7782117
Di Loreto,209391,1280580169.592415,2425003721.21367
Mendota,299896,613908530.0107296,756195327.6915143
Sunbrook,729517,973184070.9734108,2955999540.3488092
Vermont,324512,1405674972.1670983,240951594.19005677
Milwaukee,528350,1300828784.6327307,1520341099.0294964
Dawn,666046,334900982.89917076,759106422.7897478
Emmet,155195,1853403442.833319,3640683970.3250136
Upham,396438,854429574.2894926,2964255755.974225
Towne,354329,1936795048.8551111,3673201454.396075
Maple Wood,441766,1148942240.2781534,902827809.284955
Northview,80114,238687238.53761077,5014361682.761862
Kinsman,901812,1579114504.3261962,355926681.00088084
Amoth,120045,1429069243.3616354,3835491517.502689
Green,408773,810447521.0340472,28761841.66703436
Dottie,515606,1436723631.9263842,1577794727.7819946
Little Fleur,566807,365400864.4620997,4748858731.111685
Hazelcrest,577322,1968926047.7431827,569644535.6903877
Meadow Ridge,596423,87069429.43437755,300371952.95162195
Iowa,20300,362972499.41587454,1772819456.2795472
Evergreen,935812,434028436.4791375,1382692421.4907131
Hintze,750913,531662166.37903434,542760284.799168
Dunning,198912,261537139.5436085,302709838.3759918
Dovetail,410271,1056185931.7099814,566115568.3802999
Sunfield,703797,1953669723.2676232,1657630845.7739499
Di Loreto,59835,1716193099.5751162,4077408252.7064257
Drewry,374742,1008897688.0706555,2175690761.1459403
Kenwood,836070,434464136.7921429,1311519706.4316568
Ridgeway,964108,380552295.7733602,3582549593.036116
Fuller,429083,1061557740.4670031,1717716463.0326548
Rigney,95454,758003700.4799368,533527028.20256835
Anzinger,917885,538100700.7856774,3966208443.947655
Russell,811969,1655557466.8114128,1305531854.539961
Tony,588421,998303962.728706,195940212.3233908
Nancy,22916,693993133.3610684,922930407.2131227
Coleman,16493,1064132201.7419038,1605457872.0554526
Rusk,318414,842613844.8753872,842437393.1326528
Victoria,710828,561708515.3836703,89362194.09557459
David,547009,1287040665.0168452,313239311.3051592
Sauthoff,528926,434477663.4168276,4552272137.237742
Mosinee,525632,733506685.5917842,3054580201.2812934
Warner,844227,480621289.9213644,1835494368.3152905
Duke,907960,1903008033.6312673,2191438451.3029203
Monument,172634,870741942.3771703,136021182.5733034
Stuart,807052,983417831.429599,3453882705.4672074
Ridgeview,305070,1066443711.8699887,2067753248.4548337
Esker,384964,1242649928.0732796,3709375062.3456078
Walton,977144,652034870.2521173,55702266.6521305
Armistice,314647,1920710722.0456505,1662577590.6219506
Troy,671129,664724361.592721,1567147898.4641995
Nelson,312561,1881238046.5152478,860591570.8111117
Continental,370924,1523805333.1735094,1708779600.9328775
Larry,108934,740295723.0832121,787453629.2909843
Erie,546168,302898166.301867,873913252.3514555
Fairfield,253769,1122089480.5812376,1398856340.46269
Thackeray,650345,254357425.6222196,610526529.0738617
Melby,963631,1307276851.5950341,25367665.6965402
Sunbrook,267408,482333172.97208977,2366462021.358326
Everett,929056,1264773167.1339548,3812582198.0826116
Lyons,777935,913025397.1686012,28933076.699623268
Kingsford,70895,230341727.18741986,305931087.7545657
Blackbird,766610,1810048081.7769642,1029379795.4046504
Thierer,865372,25900945.805995993,2600183766.4296207
Hollow Ridge,841470,1375527456.0706105,1301668044.0553184
Rigney,45243,1709496368.5751908,1560486245.1668591
Havey,765022,2109441474.2845817,50216020.6865499
Sugar,132827,322708475.03783417,751616084.4836084
Northview,920428,1745376856.042971,1528510398.9678102
Scofield,907931,1434763669.8223343,54302545.40767107
Cardinal,623105,418776377.01365936,798309851.0907558
Grayhawk,192641,685520147.970761,188461400.5849204
Dwight,567687,1993519494.2242348,1881403646.4890184
Fuller,765949,1117875123.0791564,1229578982.5604444
Forest Run,668431,210316956.5113172,280546307.94753176
Merrick,379991,788108287.2602253,1264484799.8470604
Prairieview,29759,769371086.6769733,674668399.9363698
Morningstar,986306,509333314.4504612,664624239.9840014
Washington,242462,933933759.4143506,24655808.55237048
East,753624,1042832902.9263535,260363971.47520462
Susan,642728,1944971297.7415233,1393406821.0237749
La Follette,82914,505387232.72259676,3851773527.0818253
Eagle Crest,944826,2030028232.1634455,3076383881.7257733
Graedel,226198,857791852.6128286,9402060793.357729
Blue Bill Park,323267,474849550.18570435,6932558999.639219
Paget,273633,460163419.8929463,2344700510.146072
Nobel,604000,1533351379.2457957,1078501477.3607163
Glendale,779729,496397387.0680372,1868049280.236709
Nelson,690513,588523917.5123444,4498052294.442528
Novick,7784,267274851.12308735,3377675269.687287
Cambridge,699967,1328383103.104533,187957282.56956297
Towne,258119,1944025707.1195185,3641116446.977421
East,496391,223660772.0771488,3846142144.1733537
Columbus,201939,1329305250.6366892,533613729.84731317
Bobwhite,982263,1132040228.8150518,880021005.297386
Talisman,664278,1429538587.6359568,1107028295.4605405
Sullivan,111317,6922337.509951784,1134989512.053406
Vernon,454251,1112621144.5619287,973456457.8749934
Monument,351368,1337364702.8263488,261376263.02244896
Wayridge,322988,1100820339.9072633,639055925.3412272
Northfield,698127,257860745.2819988,174298316.11760986
Holmberg,207718,1494683017.4073825,2379845466.9069963
Gateway,512302,2038077799.052967,48136324.35235984
Daystar,826341,138015726.091125,164350772.86678523
Cherokee,170377,851453084.8395661,1910881244.811555
Fuller,795779,1570366333.8837152,2574041286.0326123
Esker,157360,436240476.7438695,5961467464.415326
Granby,439158,54678467.52883747,2977717644.8338256
Hansons,910690,444518605.9359163,4952943183.547946
Coolidge,433320,1162437836.5754638,3904635065.53655
Bowman,385504,1867642715.223992,37464128.68817083
Eggendart,157071,1772029355.350322,319424914.7810448
Dapin,735263,1481884944.6139367,994130458.7944367
Northfield,603374,1155508525.2429838,1511636691.6130238
Loftsgordon,503948,255759960.06190607,167172934.47257084
Village Green,460581,1612765992.0311964,830399232.2036412
Waubesa,347275,894152394.7151815,2140357423.0134134
Ridgeway,355206,789150169.1665165,5490987433.383888
Eliot,520681,1873201614.8214185,665213477.3300292
Erie,486676,581742698.6737566,299852456.33890045
Ridgeview,532082,637538689.32634,210376898.31789234
Bartillon,559119,1028117840.865311,2284833478.272112
Victoria,190020,1523223329.1245694,985670537.6427674
Sherman,517626,1163367255.6558535,816552545.4198203
Morningstar,621486,438811847.718027,2432055384.9258995
Dovetail,507517,499050815.37873065,491365514.69624174
Fulton,793595,1471841772.0583355,3488978338.026697
American,321943,1179225381.00677,3637914321.3972125
Hovde,403305,1015598240.914466,5122034719.029235
Schmedeman,191900,725462010.2722425,277955884.4356779
Florence,927434,1872516109.4375808,1188989707.2960913
Menomonie,79016,246952987.97752714,2439276864.0852737
Sherman,304281,398469036.56139904,906281473.9546376
Dottie,409377,74482948.80555356,5249684210.193088
Bartillon,307110,1098121280.9866128,4181607303.4787445
Daystar,978972,888953070.6851939,2841120469.5621843
Muir,405663,1296998879.1108794,334199554.15398467
Bartelt,8064,1875473846.532966,1683457826.0559847
Monument,284162,429974880.2212139,2216685690.8715816
Sullivan,320626,1817015894.0471046,2210927757.2778435
Red Cloud,838218,1088487664.775167,1230796135.7937763
Forest,398533,50037101.01033098,2176611875.4554825
Gale,589172,1729486725.1348953,4277579082.7596197
Ryan,586492,323144096.77462703,4877702842.607835
5th,253611,803413229.6804262,1240333996.7826502
Vahlen,881200,1739201544.818206,895457052.6974343
Ridgeway,377830,800276282.5069679,561546144.2450957
Continental,231507,1580373926.1671472,100130786.62168734
Continental,728301,1230146583.1599102,8940798.185967242
Continental,712736,1534017548.3599277,492964999.49128175
Sunnyside,448427,352683477.93231654,3100713581.743041
Brown,175809,1243758288.943994,3989520327.9454427
Del Mar,53399,803893983.5438133,1752002117.1276724
Lerdahl,580625,1352049531.2102134,365007337.35342515
Erie,631371,1591407679.169692,2047139842.7151687
Oriole,242207,1511776046.0455992,2527874325.4209237
Lakeland,309980,2047901793.3427696,2718954823.9131556
Eliot,18400,348455319.0894144,247446766.3455314
Northfield,251249,247661878.14103374,6733711639.911779
Fairfield,783435,1312673568.3153536,766124152.085158
Anhalt,683488,1005847104.1997375,354014486.79744214
Portage,116241,1279259243.6804297,1941838264.322546
Golf Course,197940,783550478.1445153,2129594914.913292
Vahlen,570849,623736245.1560066,2554225085.2227874
Brentwood,524579,149322608.2556401,2428038767.8690257
Monument,219819,316627707.7041794,2424402993.4603024
Thackeray,534575,27643250.074992962,1002367914.731498
Golf Course,586476,1487162395.6359942,2815627467.107484
Elmside,532360,1546521229.6077194,56655683.37283054
Anthes,974411,1471209275.9818132,2963782598.8226576
Arkansas,444709,67930844.65604676,13383534131.208513
4th,855455,753727783.7918128,1421340180.7534046
Fuller,889901,2029190947.865809,425254099.7360495
Anniversary,178214,1802476222.814946,1946724836.8145354
Hagan,167403,1842452897.2795732,1150526992.4570756
